millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
7489936,1727110523.20,-126.66,87.83,-12.05,
7490337,1727110523.60,-160.67,86.65,-10.72,
7490737,1727110524.00,-196.88,84.60,19.45,
7491138,1727110524.40,-141.59,65.66,59.55,
7491537,1727110524.80,-171.04,65.64,62.01,
7491937,1727110525.20,-202.16,64.59,53.79,
7492338,1727110525.60,-271.91,127.85,23.71,
7492736,1727110526.00,-291.94,142.82,-34.05,
7493137,1727110526.40,-285.36,135.49,-82.36,
7493537,1727110526.80,-256.96,126.29,-96.93,
7493937,1727110527.20,-210.17,115.54,-114.40,
7494336,1727110527.60,-162.47,103.57,-136.34,
7494736,1727110528.00,-140.49,106.74,-137.07,
7495137,1727110528.40,-125.72,105.68,-142.03,
7495539,1727110528.80,-91.57,101.02,-157.20,
7495937,1727110529.20,-15.37,77.26,-158.54,
7496337,1727110529.60,14.59,70.68,-152.98,
7496736,1727110530.00,58.95,77.81,-135.48,
7497137,1727110530.40,101.60,63.42,-122.84,
7497537,1727110530.80,155.54,47.97,-112.36,
7497938,1727110531.20,256.77,15.75,-91.98,
7498338,1727110531.60,249.82,2.80,-74.63,
7498739,1727110532.00,272.34,5.47,-42.91,
7499138,1727110532.40,345.60,-27.75,-19.88,
7499538,1727110532.80,352.30,-56.95,16.36,
7499939,1727110533.20,306.09,-33.17,41.94,
7500337,1727110533.60,296.87,-49.70,42.34,
7500739,1727110534.00,237.72,-49.06,65.46,
7501141,1727110534.40,257.62,-82.97,92.00,
7501539,1727110534.80,209.80,-95.57,111.72,
7501938,1727110535.20,251.55,-122.96,120.09,
7502338,1727110535.60,286.27,-129.37,94.95,
7502741,1727110536.00,314.37,-150.88,75.57,
7503141,1727110536.40,336.23,-151.75,62.04,
7503539,1727110536.80,379.08,-184.15,46.32,
7503938,1727110537.20,383.79,-192.69,46.11,
7504338,1727110537.60,436.89,-213.88,58.34,
7504738,1727110538.00,487.77,-228.41,70.41,
7505164,1727110538.40,521.76,-237.01,92.75,
7505538,1727110538.80,488.01,-224.27,98.63,
7505941,1727110539.20,400.87,-210.47,100.02,
7506339,1727110539.60,415.13,-211.90,92.29,
7506739,1727110540.00,418.61,-209.12,97.87,
7507139,1727110540.40,399.30,-186.61,95.10,
7507539,1727110540.80,427.59,-180.64,103.46,
7507939,1727110541.20,322.94,-171.69,112.37,
7508339,1727110541.60,268.80,-160.23,116.03,
7508740,1727110542.00,126.21,-146.73,130.41,
7509140,1727110542.40,136.99,-147.70,142.18,
7509541,1727110542.80,100.36,-143.87,161.22,
7509939,1727110543.20,157.55,-152.98,168.44,
7510340,1727110543.60,78.34,-121.92,172.04,
7510740,1727110544.00,35.00,-76.03,162.53,
7511140,1727110544.40,8.60,-51.18,134.40,
7511541,1727110544.80,22.04,-43.55,122.07,
7511941,1727110545.20,14.19,-33.64,117.97,
7512341,1727110545.60,94.67,-21.96,98.87,
7512741,1727110546.00,46.44,-8.96,78.66,
7513142,1727110546.40,79.85,-12.03,54.22,
7513540,1727110546.80,59.72,6.16,21.40,
7513940,1727110547.20,23.60,24.14,-20.26,
7514340,1727110547.60,-78.45,57.74,-51.20,
7514741,1727110548.00,31.43,37.93,-109.54,
7515144,1727110548.40,60.22,58.01,-134.92,
7515544,1727110548.80,8.78,92.67,-162.71,
7515940,1727110549.20,-52.53,122.20,-196.16,
7516343,1727110549.60,9.88,113.84,-210.88,
7516743,1727110550.00,-92.81,141.35,-195.73,
7517142,1727110550.40,-114.89,163.85,-179.06,
7517542,1727110550.80,-164.86,197.81,-162.19,
7517942,1727110551.20,-248.64,207.86,-156.93,
7518342,1727110551.60,-357.60,214.38,-134.97,
7518743,1727110552.00,-431.41,217.68,-107.07,
7519142,1727110552.40,-514.37,218.08,-87.34,
7519542,1727110552.80,-641.66,231.95,-70.00,
7519942,1727110553.20,-631.22,223.86,-49.47,
7520342,1727110553.60,-627.74,214.11,-52.66,
7520743,1727110554.00,-562.96,202.94,-52.37,
7521143,1727110554.40,-502.37,190.57,-25.98,
7521544,1727110554.80,-563.69,177.21,-19.39,
7521943,1727110555.20,-498.14,163.08,-0.16,
7522343,1727110555.60,-488.78,132.27,20.77,
7522744,1727110556.00,-418.47,104.59,40.81,
7523145,1727110556.40,-418.08,95.90,67.72,
7523543,1727110556.80,-407.81,86.35,85.19,
7523943,1727110557.20,-440.97,92.22,71.38,
7524343,1727110557.60,-364.51,94.05,55.02,
7524743,1727110558.00,-252.91,60.23,48.50,
7525170,1727110558.40,-232.91,46.63,39.23,
7525544,1727110558.80,-103.06,17.24,26.99,
7525946,1727110559.20,-44.82,23.95,17.05,
7526344,1727110559.60,-56.55,11.11,10.04,
7526744,1727110560.00,-59.52,-1.15,-0.75,
7527150,1727110560.40,-3.26,-12.77,-21.50,
7527546,1727110560.80,73.62,-23.68,-31.01,
7527945,1727110561.20,178.92,-33.84,-43.77,
7528343,1727110561.60,330.68,-76.29,-51.66,
7528744,1727110562.00,320.50,-61.47,-64.35,
7529143,1727110562.40,389.54,-82.36,-50.13,
7529543,1727110562.80,311.16,-67.05,-35.12,
7529947,1727110563.20,350.09,-87.36,-21.52,
7530343,1727110563.60,287.10,-55.30,-3.95,
7530745,1727110564.00,273.90,-62.34,-9.45,
7531146,1727110564.40,326.57,-68.39,-17.24,
7531543,1727110564.80,312.62,-73.47,-30.23,
7531946,1727110565.20,258.59,-61.52,-40.81,
7532347,1727110565.60,226.00,-36.14,-42.91,
7532744,1727110566.00,184.24,-32.69,-40.77,
7533144,1727110566.40,149.19,-30.81,-33.41,
7533545,1727110566.80,133.51,-30.22,-18.38,
7533945,1727110567.20,146.06,1.48,-11.78,
7534345,1727110567.60,63.73,25.25,-13.81,
7534744,1727110568.00,37.46,42.09,-9.28,
7535144,1727110568.40,-47.87,69.88,-0.45,
7535545,1727110568.80,-60.71,71.77,-5.30,
7535946,1727110569.20,-15.94,37.51,5.81,
7536346,1727110569.60,-29.53,23.13,18.78,
7536745,1727110570.00,-90.45,24.92,24.03,
7537144,1727110570.40,-57.41,23.45,27.43,
7537545,1727110570.80,-79.19,19.33,15.86,
7537944,1727110571.20,-65.67,-3.02,9.50,
7538347,1727110571.60,-25.79,-7.39,0.31,
7538747,1727110572.00,-81.71,-13.39,4.26,
7539145,1727110572.40,-17.39,-36.68,28.51,
7539545,1727110572.80,11.58,-41.19,31.85,
7539945,1727110573.20,25.03,-78.79,37.11,
7540345,1727110573.60,90.11,-109.91,45.53,
7540745,1727110574.00,103.98,-118.98,35.72,
7541145,1727110574.40,-14.76,-93.07,20.38,
7541545,1727110574.80,36.19,-121.79,3.61,
7541944,1727110575.20,40.72,-112.24,-21.11,
7542346,1727110575.60,46.32,-120.34,-48.06,
7542746,1727110576.00,78.56,-142.27,-52.02,
7543145,1727110576.40,131.40,-142.48,-43.63,
7543545,1727110576.80,135.15,-141.15,-54.04,
7543944,1727110577.20,228.86,-170.60,-52.40,
7544345,1727110577.60,170.78,-159.53,-24.04,
7544745,1727110578.00,213.63,-164.20,-13.25,
7545171,1727110578.40,153.87,-181.16,-7.78,
7545546,1727110578.80,143.36,-175.16,17.47,
7545948,1727110579.20,184.84,-182.76,41.06,
7546347,1727110579.60,266.86,-184.72,55.65,
7546747,1727110580.00,196.91,-165.72,85.89,
7547147,1727110580.40,150.14,-146.09,106.48,
7547546,1727110580.80,122.68,-126.11,119.67,
7547946,1727110581.20,70.84,-89.92,102.35,
7548348,1727110581.60,105.81,-73.46,82.24,
7548747,1727110582.00,117.39,-72.99,70.03,
7549147,1727110582.40,188.36,-69.05,46.44,
7549547,1727110582.80,136.20,-46.15,10.58,
7549947,1727110583.20,76.37,-40.54,-7.58,
7550346,1727110583.60,38.27,-32.65,-17.42,
7550747,1727110584.00,56.67,-6.88,-11.42,
7551147,1727110584.40,28.63,0.62,-16.97,
7551546,1727110584.80,-9.40,9.52,-15.56,
7551946,1727110585.20,-17.18,35.53,-17.53,
7552347,1727110585.60,-64.10,42.58,-14.09,
7552747,1727110586.00,-11.84,34.33,12.38,
7553146,1727110586.40,-11.73,30.13,37.08,
7553547,1727110586.80,-52.64,61.49,57.11,
7553947,1727110587.20,-48.75,72.46,70.18,
7554348,1727110587.60,-99.32,99.01,80.88,
7554747,1727110588.00,-205.86,137.46,85.73,
7555147,1727110588.40,-277.08,152.34,91.92,
7555550,1727110588.80,-277.97,163.97,65.82,
7555950,1727110589.20,-274.84,172.60,59.85,
7556349,1727110589.60,-254.82,162.37,40.54,
7556749,1727110590.00,-222.28,153.15,42.13,
7557149,1727110590.40,-180.10,128.68,47.83,
7557548,1727110590.80,-221.13,140.64,53.04,
7557950,1727110591.20,-236.55,133.12,52.26,
7558347,1727110591.60,-153.04,110.00,31.38,
7558747,1727110592.00,-134.74,90.81,9.05,
7559148,1727110592.40,-104.58,75.07,-18.50,
7559549,1727110592.80,-77.88,78.42,-42.54,
7559949,1727110593.20,-93.72,96.93,-71.26,
7560350,1727110593.60,-12.70,94.89,-123.65,
7560750,1727110594.00,-155.96,108.46,-152.65,
7561149,1727110594.40,-96.86,101.94,-166.57,
7561549,1727110594.80,-150.03,95.38,-169.69,
7561949,1727110595.20,-148.87,88.79,-173.68,
7562348,1727110595.60,-65.47,82.18,-159.29,
7562748,1727110596.00,-112.57,91.63,-146.33,
7563151,1727110596.40,-80.78,81.45,-153.34,
7563550,1727110596.80,13.77,87.77,-169.74,
7563950,1727110597.20,103.97,74.86,-166.24,
7564350,1727110597.60,176.18,78.83,-153.74,
7564749,1727110598.00,245.66,63.94,-112.61,
7565176,1727110598.40,258.45,66.27,-86.70,
7565552,1727110598.80,212.69,82.23,-59.08,
7565954,1727110599.20,198.42,76.44,-13.56,
7566353,1727110599.60,157.62,53.17,32.92,
7566751,1727110600.00,160.52,48.42,72.04,
7567151,1727110600.40,95.42,58.49,83.83,
7567551,1727110600.80,27.97,47.91,81.43,
7567950,1727110601.20,-0.67,53.04,85.52,
7568351,1727110601.60,81.05,22.26,73.18,
7568751,1727110602.00,14.38,11.49,67.54,
7569153,1727110602.40,-26.03,0.82,59.29,
7569551,1727110602.80,33.26,-9.62,58.89,
7569950,1727110603.20,105.93,-51.88,64.74,
7570351,1727110603.60,57.15,-38.33,83.47,
7570751,1727110604.00,121.05,-44.68,83.43,
7571151,1727110604.40,91.43,-34.69,73.61,
7571550,1727110604.80,65.05,-27.89,65.00,
7571951,1727110605.20,80.12,-39.93,72.66,
7572353,1727110605.60,63.62,-50.72,94.00,
7572751,1727110606.00,35.42,-44.20,115.91,
7573153,1727110606.40,-41.86,-56.10,123.34,
7573551,1727110606.80,-26.38,-66.41,131.35,
7573953,1727110607.20,-14.60,-59.10,126.05,
7574353,1727110607.60,-44.49,-69.96,114.45,
7574752,1727110608.00,-82.11,-62.94,86.26,
7575152,1727110608.40,-59.82,-57.77,43.42,
7575552,1727110608.80,-14.93,-38.08,12.88,
7575953,1727110609.20,32.82,-39.30,-18.82,
7576354,1727110609.60,56.74,-25.10,-38.28,
7576754,1727110610.00,73.46,-14.90,-43.91,
7577154,1727110610.40,57.08,-8.15,-32.04,
7577553,1727110610.80,80.54,-20.42,-24.26,
7577953,1727110611.20,31.61,1.47,-25.28,
7578352,1727110611.60,-10.08,17.18,-37.78,
7578753,1727110612.00,6.72,27.54,-41.33,
7579153,1727110612.40,70.01,16.34,-30.43,
7579552,1727110612.80,77.93,21.99,-21.58,
7579952,1727110613.20,41.12,23.98,1.55,
7580352,1727110613.60,-16.59,22.92,-1.92,
7580752,1727110614.00,-13.02,19.36,-9.69,
7581155,1727110614.40,13.65,-19.26,-21.63,
7581554,1727110614.80,-7.03,-19.07,-24.14,
7581953,1727110615.20,-12.56,-37.81,-26.18,
7582353,1727110615.60,-84.51,-54.35,-29.56,
7582753,1727110616.00,-129.50,-68.74,-18.73,
7583153,1727110616.40,-178.60,-81.04,-7.44,
7583552,1727110616.80,-202.93,-107.40,1.29,
7583953,1727110617.20,-220.05,-128.28,7.77,
7584354,1727110617.60,-230.75,-128.08,9.60,
7584754,1727110618.00,-262.56,-126.90,22.82,
7585180,1727110618.40,-348.70,-107.81,32.35,
7585552,1727110618.80,-358.12,-108.58,18.10,
7585955,1727110619.20,-384.82,-124.22,-4.25,
7586355,1727110619.60,-358.11,-135.17,-36.19,
7586757,1727110620.00,-327.87,-141.94,-61.73,
7587159,1727110620.40,-294.92,-144.99,-98.48,
7587556,1727110620.80,-272.49,-160.86,-95.08,
7587954,1727110621.20,-245.97,-186.40,-84.44,
7588354,1727110621.60,-243.07,-170.61,-85.09,
7588753,1727110622.00,-192.56,-153.88,-91.97,
7589154,1727110622.40,-156.36,-136.49,-88.39,
7589554,1727110622.80,-158.85,-118.68,-83.50,
7589954,1727110623.20,-140.08,-100.66,-70.39,
7590355,1727110623.60,-103.40,-82.65,-65.14,
7590754,1727110624.00,-66.21,-64.82,-69.77,
7591154,1727110624.40,-42.55,-63.42,-66.02,
7591555,1727110624.80,-3.16,-58.97,-51.04,
7591953,1727110625.20,48.19,-35.90,-37.10,
7592353,1727110625.60,67.94,-14.33,-34.03,
7592753,1727110626.00,102.26,5.70,-24.48,
7593154,1727110626.40,134.16,24.16,-16.99,
7593554,1727110626.80,202.75,24.95,-22.00,
7593953,1727110627.20,259.88,43.78,-3.78,
7594354,1727110627.60,306.40,44.55,18.43,
7594755,1727110628.00,329.75,63.02,48.75,
7595154,1727110628.40,373.91,79.21,83.10,
7595555,1727110628.80,379.79,109.28,118.98,
7595958,1727110629.20,394.63,117.63,140.91,
7596356,1727110629.60,389.07,124.36,152.78,
7596757,1727110630.00,432.01,129.57,160.63,
7597158,1727110630.40,448.03,117.23,171.11,
7597556,1727110630.80,479.94,107.08,185.03,
7597955,1727110631.20,510.74,98.79,178.82,
7598355,1727110631.60,551.77,92.10,157.21,
7598756,1727110632.00,573.38,86.74,135.10,
7599154,1727110632.40,552.19,98.57,111.03,
7599556,1727110632.80,561.46,123.84,83.93,
7599956,1727110633.20,527.93,127.03,53.03,
7600357,1727110633.60,486.69,128.39,17.82,
7600756,1727110634.00,452.69,128.10,0.39,
7601156,1727110634.40,385.04,126.33,-15.88,
7601558,1727110634.80,356.32,91.06,-23.74,
7601957,1727110635.20,319.35,93.91,-26.50,
7602356,1727110635.60,236.51,111.04,-41.20,
7602755,1727110636.00,169.87,90.84,-45.49,
7603155,1727110636.40,118.00,89.26,-64.56,
7603556,1727110636.80,65.20,70.33,-66.42,
7603956,1727110637.20,38.29,69.94,-47.25,
7604355,1727110637.60,-32.89,68.23,-41.97,
7604757,1727110638.00,-111.50,65.37,-33.61,
7605182,1727110638.40,-195.47,77.61,-30.09,
7605557,1727110638.80,-281.97,85.49,-29.63,
7605961,1727110639.20,-355.17,73.45,-34.29,
7606360,1727110639.60,-440.95,77.72,-32.21,
7606759,1727110640.00,-484.60,62.67,-17.61,
7607161,1727110640.40,-504.72,48.39,-12.03,
7607559,1727110640.80,-544.37,50.99,0.47,
7607958,1727110641.20,-559.85,34.78,5.74,
7608358,1727110641.60,-580.02,19.82,-5.67,
7608758,1727110642.00,-602.85,6.09,-12.34,
7609158,1727110642.40,-614.07,9.65,-31.17,
7609557,1727110642.80,-614.98,-5.23,-47.72,
7609958,1727110643.20,-594.28,-18.56,-67.39,
7610359,1727110643.60,-580.89,-30.39,-98.02,
7610760,1727110644.00,-560.33,-40.78,-109.85,
7611158,1727110644.40,-521.11,-49.79,-116.04,
7611559,1727110644.80,-466.97,-73.58,-121.89,
7611961,1727110645.20,-452.23,-60.41,-118.23,
7612358,1727110645.60,-443.61,-50.00,-127.40,
7612758,1727110646.00,-399.13,-58.11,-123.25,
7613158,1727110646.40,-352.93,-64.75,-116.34,
7613558,1727110646.80,-358.40,-70.03,-108.08,
7613959,1727110647.20,-325.85,-57.96,-102.30,
7614360,1727110647.60,-288.76,-80.44,-87.73,
7614760,1727110648.00,-260.71,-81.81,-55.52,
7615159,1727110648.40,-188.07,-82.23,-30.29,
7615559,1727110648.80,-133.43,-97.86,-6.64,
7615963,1727110649.20,-80.53,-76.99,18.00,
7616360,1727110649.60,-55.69,-75.45,34.88,
7616762,1727110650.00,-41.03,-40.20,64.85,
7617160,1727110650.40,18.21,-44.75,68.88,
7617560,1727110650.80,59.46,-47.99,77.89,
7617959,1727110651.20,86.49,-16.99,76.33,
7618360,1727110651.60,140.11,-9.20,50.18,
7618762,1727110652.00,188.08,-19.30,29.83,
7619162,1727110652.40,191.16,-11.32,15.47,
7619560,1727110652.80,210.89,-5.08,6.20,
7619959,1727110653.20,216.68,-0.37,-1.44,
7620360,1727110653.60,250.41,-13.06,-3.12,
7620761,1727110654.00,227.96,-23.34,5.42,
7621163,1727110654.40,238.57,-47.52,22.88,
7621563,1727110654.80,275.31,-34.00,31.04,
7621961,1727110655.20,306.13,-38.75,15.47,
7622361,1727110655.60,344.69,-41.89,11.58,
7622761,1727110656.00,348.98,-27.53,11.79,
7623161,1727110656.40,377.20,-31.56,13.51,
7623561,1727110656.80,384.28,-50.20,33.38,
7623963,1727110657.20,400.63,-47.89,59.33,
7624363,1727110657.60,410.19,-44.85,70.77,
7624763,1727110658.00,427.01,-25.11,63.11,
7625187,1727110658.40,421.93,-24.52,67.02,
7625563,1727110658.80,438.15,-23.15,53.24,
7625964,1727110659.20,470.51,-21.13,35.34,
7626362,1727110659.60,488.52,-34.66,33.23,
7626763,1727110660.00,480.54,-44.23,33.96,
7627164,1727110660.40,452.03,-34.22,31.54,
7627562,1727110660.80,419.46,-24.75,30.19,
7627963,1727110661.20,435.47,-31.93,27.00,
7628362,1727110661.60,398.20,-36.14,24.14,
7628762,1727110662.00,332.58,-21.71,17.11,
7629163,1727110662.40,347.78,-8.66,4.19,
7629562,1727110662.80,323.11,3.05,-29.30,
7629962,1727110663.20,357.51,-18.69,-70.48,
7630363,1727110663.60,346.67,-18.48,-76.64,
7630762,1727110664.00,311.58,-16.69,-69.67,
7631162,1727110664.40,296.42,-13.61,-77.24,
7631563,1727110664.80,231.64,-25.58,-49.73,
7631962,1727110665.20,167.17,-17.13,-3.51,
7632363,1727110665.60,195.83,-24.59,10.28,
7632764,1727110666.00,49.55,3.70,29.94,
7633165,1727110666.40,65.09,-4.25,44.04,
7633562,1727110666.80,-24.49,-8.88,58.69,
7633963,1727110667.20,-14.43,-10.68,63.58,
7634363,1727110667.60,-55.45,5.97,58.65,
7634763,1727110668.00,-136.80,21.01,53.04,
7635163,1727110668.40,-287.32,34.46,81.78,
7635561,1727110668.80,-334.52,46.35,94.44,
7635963,1727110669.20,-309.30,40.62,87.55,
7636367,1727110669.60,-305.92,53.05,79.28,
7636767,1727110670.00,-345.87,47.56,80.69,
7637163,1727110670.40,-288.12,43.88,72.73,
7637565,1727110670.80,-258.51,41.69,73.36,
7637965,1727110671.20,-264.47,40.73,80.76,
7638363,1727110671.60,-338.88,56.83,95.96,
7638764,1727110672.00,-347.44,54.05,93.70,
7639164,1727110672.40,-355.46,68.30,87.13,
7639564,1727110672.80,-323.19,63.67,80.67,
7639964,1727110673.20,-351.06,60.01,90.35,
7640364,1727110673.60,-438.69,89.31,100.08,
7640763,1727110674.00,-453.93,96.06,92.47,
7641165,1727110674.40,-437.06,84.44,83.44,
7641566,1727110674.80,-485.41,106.50,52.73,
7641965,1727110675.20,-479.84,106.68,26.58,
7642370,1727110675.60,-378.67,105.25,-8.88,
7642765,1727110676.00,-384.76,102.39,-25.18,
7643165,1727110676.40,-319.79,82.22,-39.22,
7643564,1727110676.80,-342.60,80.61,-52.95,
7643965,1727110677.20,-342.75,93.80,-63.47,
7644364,1727110677.60,-376.89,86.23,-61.32,
7644764,1727110678.00,-371.74,62.04,-57.08,
7645191,1727110678.40,-373.87,73.15,-59.29,
7645565,1727110678.80,-315.02,47.86,-74.63,
7645965,1727110679.20,-313.41,42.05,-92.98,
7646365,1727110679.60,-277.58,35.81,-108.80,
7646765,1727110680.00,-268.15,45.34,-135.57,
7647171,1727110680.40,-225.90,35.02,-143.59,
7647567,1727110680.80,-250.67,41.08,-136.23,
7647965,1727110681.20,-222.63,27.87,-133.51,
7648365,1727110681.60,-217.56,31.56,-129.95,
7648765,1727110682.00,-204.56,32.53,-137.22,
7649165,1727110682.40,-171.54,15.12,-158.22,
7649564,1727110682.80,-162.90,31.51,-169.89,
7649965,1727110683.20,-146.68,10.21,-161.98,
7650364,1727110683.60,-176.10,23.41,-165.99,
7650767,1727110684.00,-189.12,31.71,-183.69,
7651164,1727110684.40,-214.10,19.73,-189.37,
7651566,1727110684.80,-221.62,23.81,-170.68,
7651966,1727110685.20,-214.35,24.49,-159.37,
7652366,1727110685.60,-168.86,22.34,-143.21,
7652764,1727110686.00,-119.02,1.76,-114.31,
7653166,1727110686.40,-131.48,-1.05,-89.86,
7653566,1727110686.80,-62.63,-37.88,-62.16,
7653965,1727110687.20,-86.00,-36.89,-42.98,
7654365,1727110687.60,13.39,-53.87,-50.57,
7654767,1727110688.00,78.97,-52.72,-73.94,
7655168,1727110688.40,128.80,-69.22,-85.15,
7655565,1727110688.80,178.54,-83.40,-79.02,
7655967,1727110689.20,253.17,-95.37,-66.93,
7656367,1727110689.60,372.08,-105.23,-57.29,
7656766,1727110690.00,446.93,-113.09,-45.16,
7657165,1727110690.40,456.85,-102.99,-12.35,
7657565,1727110690.80,480.27,-110.76,28.42,
7657966,1727110691.20,500.22,-116.50,78.37,
7658365,1727110691.60,542.41,-120.35,112.27,
7658765,1727110692.00,535.77,-138.55,137.90,
7659167,1727110692.40,463.65,-119.44,152.67,
7659567,1727110692.80,470.54,-102.82,149.37,
7659965,1727110693.20,488.30,-104.51,137.78,
7660366,1727110693.60,500.43,-104.62,114.31,
7660766,1727110694.00,519.72,-103.30,96.91,
7661165,1727110694.40,491.85,-100.71,90.04,
7661565,1727110694.80,492.26,-97.01,89.01,
7661968,1727110695.20,527.19,-92.34,99.77,
7662367,1727110695.60,470.36,-86.84,112.52,
7662767,1727110696.00,431.64,-80.64,144.36,
7663165,1727110696.40,421.92,-73.87,161.19,
7663565,1727110696.80,460.03,-66.65,157.39,
7663965,1727110697.20,457.21,-75.16,159.27,
7664366,1727110697.60,446.81,-63.81,182.46,
7664767,1727110698.00,443.20,-52.71,198.75,
7665192,1727110698.40,404.13,-41.92,210.68,
7665565,1727110698.80,390.35,-47.60,217.68,
7665970,1727110699.20,421.42,-50.15,217.56,
7666371,1727110699.60,330.61,-50.01,229.28,
7666767,1727110700.00,300.59,-63.67,240.06,
7667168,1727110700.40,304.98,-71.88,250.37,
7667567,1727110700.80,297.77,-75.38,257.87,
7667967,1727110701.20,333.44,-90.94,262.54,
7668367,1727110701.60,283.12,-83.46,259.02,
7668767,1727110702.00,257.17,-89.66,243.18,
7669167,1727110702.40,236.32,-90.39,210.20,
7669567,1727110702.80,206.83,-70.43,151.24,
7669968,1727110703.20,157.89,-50.19,94.70,
7670368,1727110703.60,79.52,-29.99,41.02,
7670769,1727110704.00,5.54,-10.13,-21.05,
7671168,1727110704.40,-76.24,-6.91,-72.56,
7671567,1727110704.80,-124.37,15.16,-110.09,
7671967,1727110705.20,-222.43,19.78,-141.85,
7672368,1727110705.60,-293.27,26.48,-156.63,
7672770,1727110706.00,-329.09,34.76,-159.18,
7673167,1727110706.40,-373.47,27.20,-168.74,
7673568,1727110706.80,-423.58,41.11,-187.17,
7673967,1727110707.20,-464.41,54.99,-199.65,
7674367,1727110707.60,-471.53,51.61,-211.38,
7674768,1727110708.00,-449.29,68.42,-222.95,
7675169,1727110708.40,-443.78,67.09,-232.11,
7675568,1727110708.80,-463.92,68.23,-227.28,
7675968,1727110709.20,-465.31,71.30,-227.15,
7676371,1727110709.60,-476.18,75.83,-216.21,
7676771,1727110710.00,-493.89,81.41,-195.68,
7677168,1727110710.40,-491.14,87.66,-166.74,
7677571,1727110710.80,-471.44,94.27,-135.03,
7677972,1727110711.20,-437.10,100.95,-123.93,
7678369,1727110711.60,-430.52,107.47,-106.17,
7678769,1727110712.00,-432.35,113.62,-86.88,
7679169,1727110712.40,-389.38,119.23,-85.41,
7679570,1727110712.80,-349.25,124.18,-92.75,
7679970,1727110713.20,-272.44,145.33,-107.75,
7680369,1727110713.60,-259.45,161.86,-111.43,
7680770,1727110714.00,-178.66,157.17,-111.12,
7681170,1727110714.40,-163.74,152.33,-109.23,
7681569,1727110714.80,-135.54,164.25,-90.71,
7681970,1727110715.20,-97.91,172.15,-67.14,
7682368,1727110715.60,-65.81,176.41,-54.15,
7682770,1727110716.00,-64.55,177.40,-36.41,
7683169,1727110716.40,-100.40,175.47,-11.54,
7683570,1727110716.80,-74.73,153.98,21.26,
7683970,1727110717.20,-51.92,150.98,33.85,
7684371,1727110717.60,-71.03,145.61,36.21,
7684771,1727110718.00,-5.17,138.21,43.74,
7685197,1727110718.40,22.09,129.08,45.41,
7685569,1727110718.80,5.38,118.50,48.59,
7685975,1727110719.20,-19.33,122.83,46.64,
7686372,1727110719.60,-63.18,106.59,41.48,
7686774,1727110720.00,-56.93,122.24,37.42,
7687172,1727110720.40,-100.70,114.59,31.63,
7687570,1727110720.80,-40.40,88.18,46.03,
7687971,1727110721.20,-53.25,79.21,60.20,
7688370,1727110721.60,-99.27,84.20,61.31,
7688770,1727110722.00,-91.99,51.79,53.68,
7689172,1727110722.40,-120.52,38.15,44.51,
7689571,1727110722.80,-150.93,39.67,35.16,
7689971,1727110723.20,-233.68,37.06,11.54,
7690370,1727110723.60,-199.78,14.93,-6.93,
7690772,1727110724.00,-176.27,9.63,-23.52,
7691172,1727110724.40,-136.16,-14.36,-35.52,
7691572,1727110724.80,-82.30,-36.86,-34.57,
7691972,1727110725.20,-45.06,-41.67,-29.43,
7692372,1727110725.60,-8.28,-48.36,-31.69,
7692771,1727110726.00,40.96,-56.45,-10.27,
7693172,1727110726.40,111.82,-65.55,10.96,
7693572,1727110726.80,211.94,-75.29,12.84,
7693974,1727110727.20,424.46,-117.51,34.93,
7694372,1727110727.60,526.48,-136.59,45.93,
7694772,1727110728.00,615.78,-152.69,57.61,
7695174,1727110728.40,600.22,-149.88,69.52,
7695573,1727110728.80,683.35,-164.00,83.98,
7695973,1727110729.20,725.02,-175.18,85.79,
7696374,1727110729.60,744.96,-183.60,100.53,
7696774,1727110730.00,759.43,-189.43,106.45,
7697174,1727110730.40,623.33,-160.69,110.39,
7697573,1727110730.80,435.44,-136.84,120.55,
7697972,1727110731.20,246.83,-133.35,125.48,
7698373,1727110731.60,101.38,-113.93,119.67,
7698774,1727110732.00,32.67,-114.21,106.08,
7699175,1727110732.40,-52.77,-114.06,92.64,
7699575,1727110732.80,-123.05,-97.33,66.92,
7699974,1727110733.20,-205.57,-99.73,35.37,
7700374,1727110733.60,-217.34,-85.11,0.60,
7700774,1727110734.00,-224.66,-89.21,-36.92,
7701175,1727110734.40,-215.54,-75.95,-66.01,
7701573,1727110734.80,-153.88,-81.11,-85.88,
7701974,1727110735.20,-103.10,-68.64,-104.99,
7702374,1727110735.60,-62.05,-90.45,-102.40,
7702773,1727110736.00,-93.99,-74.81,-89.49,
7703174,1727110736.40,-119.39,-77.61,-68.46,
7703573,1727110736.80,-113.86,-78.92,-40.39,
7703976,1727110737.20,-147.00,-62.79,-31.35,
7704375,1727110737.60,-158.47,-65.08,-33.24,
7704774,1727110738.00,-165.53,-65.87,-19.69,
7705201,1727110738.40,-182.13,-65.33,12.24,
7705575,1727110738.80,-178.98,-79.68,40.34,
7705975,1727110739.20,-160.73,-73.35,63.82,
7706377,1727110739.60,-130.53,-66.52,63.35,
7706776,1727110740.00,-116.25,-75.37,62.36,
7707180,1727110740.40,-102.35,-80.36,65.33,
7707577,1727110740.80,-62.98,-81.99,66.85,
7707977,1727110741.20,-29.85,-80.71,54.55,
