millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
5413547,1727108447.20,136.92,63.95,111.60,
5413946,1727108447.60,124.45,42.48,65.09,
5414347,1727108448.00,150.80,39.52,40.01,
5414746,1727108448.40,141.34,19.19,41.53,
5415147,1727108448.80,52.15,17.47,35.70,
5415547,1727108449.20,95.62,-1.53,2.59,
5415947,1727108449.60,36.12,-1.85,-10.60,
5416347,1727108450.00,64.99,-3.32,-3.94,
5416749,1727108450.40,85.30,-21.79,24.74,
5417147,1727108450.80,32.00,-37.44,39.17,
5417548,1727108451.20,-38.21,-50.48,40.89,
5417947,1727108451.60,-43.67,-61.12,59.15,
5418347,1727108452.00,-62.34,-69.56,46.39,
5418747,1727108452.40,-77.79,-59.91,40.23,
5419150,1727108452.80,-64.38,-68.08,49.26,
5419550,1727108453.20,-54.00,-74.20,35.33,
5419948,1727108453.60,-85.58,-78.48,34.49,
5420350,1727108454.00,-97.35,-81.10,45.89,
5420750,1727108454.40,-132.23,-98.33,49.80,
5421151,1727108454.80,-93.62,-94.60,51.09,
5421550,1727108455.20,-75.45,-90.12,74.29,
5421949,1727108455.60,-151.75,-101.08,61.70,
5422349,1727108456.00,-80.37,-91.88,27.71,
5422750,1727108456.40,-101.13,-82.67,22.79,
5423149,1727108456.80,-141.60,-73.51,11.71,
5423550,1727108457.20,-94.06,-80.57,-23.79,
5423950,1727108457.60,-80.51,-52.07,-48.64,
5424351,1727108458.00,-68.49,-59.94,-77.78,
5424776,1727108458.40,-71.26,-48.42,-103.43,
5425150,1727108458.80,-72.34,-53.69,-118.47,
5425550,1727108459.20,-97.85,-40.02,-130.80,
5425951,1727108459.60,-116.36,-43.55,-141.43,
5426349,1727108460.00,-89.37,-28.53,-135.08,
5426756,1727108460.40,-92.47,-14.96,-136.53,
5427151,1727108460.80,-65.86,-18.87,-134.18,
5427549,1727108461.20,-56.09,-4.47,-107.18,
5427949,1727108461.60,-84.95,-7.84,-87.64,
5428349,1727108462.00,-67.18,6.85,-76.15,
5428750,1727108462.40,-50.69,3.56,-68.53,
5429150,1727108462.80,17.25,2.04,-59.60,
5429551,1727108463.20,-6.36,18.10,-42.55,
5429951,1727108463.60,-11.66,15.75,-35.33,
5430350,1727108464.00,12.17,30.88,-1.22,
5430751,1727108464.40,-46.58,27.53,38.57,
5431152,1727108464.80,-91.56,25.50,48.10,
5431551,1727108465.20,-110.98,40.68,63.51,
5431951,1727108465.60,-96.77,37.12,69.84,
5432351,1727108466.00,-146.87,50.76,62.44,
5432750,1727108466.40,-181.98,45.71,45.00,
5433151,1727108466.80,-112.86,41.80,9.11,
5433555,1727108467.20,-78.46,54.96,-8.62,
5433951,1727108467.60,-72.44,65.39,-13.18,
5434351,1727108468.00,-89.12,57.23,-43.69,
5434751,1727108468.40,-45.71,50.38,-60.32,
5435151,1727108468.80,-46.02,60.75,-75.19,
5435550,1727108469.20,-28.50,52.45,-79.27,
5435951,1727108469.60,15.58,61.48,-63.73,
5436353,1727108470.00,2.35,68.04,-33.58,
5436751,1727108470.40,7.88,72.39,-19.07,
5437152,1727108470.80,3.39,74.77,-11.97,
5437553,1727108471.20,-9.84,75.42,7.84,
5437951,1727108471.60,9.63,74.55,26.74,
5438351,1727108472.00,3.16,56.28,40.93,
5438751,1727108472.40,54.75,40.43,52.82,
5439155,1727108472.80,59.77,42.88,78.65,
5439553,1727108473.20,66.68,43.78,95.37,
5439953,1727108473.60,74.95,27.25,101.66,
5440353,1727108474.00,57.30,13.12,99.32,
5440754,1727108474.40,98.78,17.25,115.01,
5441154,1727108474.80,134.01,3.73,139.33,
5441554,1727108475.20,176.77,-7.62,151.98,
5441954,1727108475.60,211.08,-16.99,143.18,
5442354,1727108476.00,210.84,-8.50,143.08,
5442753,1727108476.40,236.27,-18.04,129.18,
5443153,1727108476.80,267.16,-9.68,112.36,
5443552,1727108477.20,210.26,-19.31,94.26,
5443953,1727108477.60,189.34,-27.08,77.14,
5444353,1727108478.00,157.24,-17.09,36.00,
5444779,1727108478.40,182.77,-9.15,20.17,
5445152,1727108478.80,108.91,-19.12,-8.16,
5445555,1727108479.20,101.53,-27.14,-40.59,
5445953,1727108479.60,81.30,-33.41,-64.87,
5446352,1727108480.00,77.87,-22.04,-90.09,
5446752,1727108480.40,113.76,-12.82,-89.53,
5447152,1727108480.80,101.57,-5.52,-81.62,
5447553,1727108481.20,90.23,-16.01,-80.39,
5447954,1727108481.60,105.54,-8.37,-91.62,
5448353,1727108482.00,115.79,-2.43,-83.89,
5448752,1727108482.40,147.45,2.01,-67.27,
5449154,1727108482.80,117.60,5.13,-53.62,
5449554,1727108483.20,37.91,7.11,-59.55,
5449954,1727108483.60,11.87,24.20,-56.85,
5450354,1727108484.00,-62.74,4.73,-44.52,
5450755,1727108484.40,-121.99,-11.50,-31.83,
5451154,1727108484.80,-128.25,-24.77,-21.74,
5451553,1727108485.20,-117.68,-19.30,-12.14,
5451954,1727108485.60,-81.24,-14.97,-18.29,
5452354,1727108486.00,-76.59,-11.65,-18.15,
5452755,1727108486.40,19.58,-9.21,-31.71,
5453155,1727108486.80,57.46,-23.61,-34.46,
5453554,1727108487.20,46.75,-19.00,-31.11,
5453953,1727108487.60,49.03,-47.51,-30.92,
5454355,1727108488.00,-16.22,-53.64,-53.78,
5454755,1727108488.40,-29.69,-57.72,-50.76,
5455155,1727108488.80,-54.13,-59.99,-62.70,
5455554,1727108489.20,-73.40,-44.59,-48.75,
5455955,1727108489.60,-114.01,-47.46,-13.34,
5456354,1727108490.00,-92.10,-48.76,-9.70,
5456756,1727108490.40,-33.86,-48.70,-8.33,
5457153,1727108490.80,-92.48,-47.47,-6.99,
5457553,1727108491.20,-71.90,-45.25,1.49,
5457953,1727108491.60,-54.32,-42.22,-0.55,
5458354,1727108492.00,-13.54,-38.51,2.44,
5458754,1727108492.40,19.03,-18.19,3.18,
5459155,1727108492.80,30.87,-17.11,24.46,
5459556,1727108493.20,13.26,0.75,48.35,
5459956,1727108493.60,-27.66,15.61,64.84,
5460357,1727108494.00,-34.57,27.75,88.38,
5460758,1727108494.40,-79.28,37.43,111.62,
5461156,1727108494.80,-61.23,44.90,134.87,
5461559,1727108495.20,-137.95,50.39,144.94,
5461954,1727108495.60,-144.10,54.12,144.03,
5462354,1727108496.00,-94.23,56.30,135.03,
5462755,1727108496.40,-117.46,57.12,124.88,
5463156,1727108496.80,-107.50,40.66,96.85,
5463554,1727108497.20,-70.08,42.83,62.96,
5463955,1727108497.60,-64.97,43.73,34.81,
5464355,1727108498.00,-6.23,27.46,20.70,
5464783,1727108498.40,54.97,29.88,1.12,
5465156,1727108498.80,64.05,31.12,-7.29,
5465555,1727108499.20,122.21,31.33,-21.77,
5465956,1727108499.60,179.00,14.57,-38.14,
5466355,1727108500.00,234.14,32.80,-59.23,
5466754,1727108500.40,234.61,30.38,-50.53,
5467156,1727108500.80,359.77,43.57,-40.44,
5467556,1727108501.20,411.94,52.84,-18.68,
5467955,1727108501.60,351.99,42.59,4.83,
5468357,1727108502.00,332.43,32.93,8.65,
5468755,1727108502.40,320.08,23.87,17.13,
5469156,1727108502.80,234.57,15.43,20.18,
5469560,1727108503.20,143.58,7.62,31.27,
5469960,1727108503.60,102.52,0.45,44.92,
5470360,1727108504.00,10.92,-6.07,48.64,
5470760,1727108504.40,-81.00,-11.95,52.25,
5471158,1727108504.80,-197.18,-17.21,53.80,
5471558,1727108505.20,-251.58,-5.75,37.48,
5471958,1727108505.60,-229.14,-13.33,29.42,
5472358,1727108506.00,-275.83,-19.93,10.20,
5472757,1727108506.40,-167.58,-9.50,-11.36,
5473158,1727108506.80,-55.19,-17.82,-32.58,
5473559,1727108507.20,-20.52,-8.81,-69.16,
5473958,1727108507.60,43.09,-18.29,-84.16,
5474359,1727108508.00,128.41,-10.21,-95.75,
5474759,1727108508.40,111.10,-20.39,-137.32,
5475158,1727108508.80,182.29,-28.89,-159.00,
5475559,1727108509.20,138.49,-35.86,-137.25,
5475958,1727108509.60,69.23,-41.40,-122.95,
5476359,1727108510.00,-6.69,-61.73,-104.05,
5476759,1727108510.40,44.92,-61.22,-111.19,
5477156,1727108510.80,14.31,-60.04,-115.67,
5477559,1727108511.20,-94.24,-74.34,-93.63,
5477957,1727108511.60,-120.89,-68.48,-77.43,
5478359,1727108512.00,-132.19,-62.56,-58.11,
5478758,1727108512.40,-157.68,-56.63,-27.63,
5479159,1727108512.80,-180.49,-50.72,-4.89,
5479560,1727108513.20,-213.04,-44.88,4.96,
5479962,1727108513.60,-200.65,-39.14,15.89,
5480361,1727108514.00,-139.78,-33.52,50.70,
5480761,1727108514.40,-132.36,-11.97,93.16,
5481162,1727108514.80,-101.71,5.84,112.13,
5481560,1727108515.20,-53.88,4.21,121.58,
5481958,1727108515.60,-19.18,3.12,134.63,
5482360,1727108516.00,-100.35,18.59,134.04,
5482761,1727108516.40,-155.54,30.92,120.55,
5483158,1727108516.80,-187.68,24.35,110.22,
5483560,1727108517.20,-279.06,18.84,91.75,
5483960,1727108517.60,-324.50,30.37,61.65,
5484361,1727108518.00,-396.04,23.13,34.36,
5484786,1727108518.40,-356.87,33.12,9.83,
5485159,1727108518.80,-359.69,24.53,-24.52,
5485559,1727108519.20,-395.60,33.36,-29.36,
5485959,1727108519.60,-365.49,23.77,-38.12,
5486361,1727108520.00,-320.94,15.67,-49.82,
5486763,1727108520.40,-252.70,25.00,-48.37,
5487160,1727108520.80,-218.27,15.92,-31.01,
5487560,1727108521.20,-159.42,24.42,-41.44,
5487961,1727108521.60,-41.68,46.80,-32.77,
5488361,1727108522.00,2.14,47.61,-16.10,
5488760,1727108522.40,25.20,47.12,-4.07,
5489159,1727108522.80,123.29,45.53,9.33,
5489563,1727108523.20,200.77,59.12,4.77,
5489963,1727108523.60,234.02,68.40,1.97,
5490362,1727108524.00,230.89,73.94,19.38,
5490760,1727108524.40,250.26,60.15,51.71,
5491161,1727108524.80,313.83,63.23,67.53,
5491561,1727108525.20,305.67,47.49,80.38,
5491961,1727108525.60,357.78,66.05,86.87,
5492362,1727108526.00,352.10,45.48,79.05,
5492761,1727108526.40,339.06,26.93,40.12,
5493163,1727108526.80,307.43,10.34,-3.37,
5493562,1727108527.20,260.25,-20.47,-29.06,
5493961,1727108527.60,188.69,-45.95,-66.73,
5494361,1727108528.00,215.89,-34.39,-85.46,
5494762,1727108528.40,204.30,-25.55,-94.75,
5495163,1727108528.80,187.44,-19.05,-104.21,
5495563,1727108529.20,152.99,-14.58,-92.04,
5495964,1727108529.60,0.33,-11.81,-88.57,
5496362,1727108530.00,-59.86,-10.50,-64.33,
5496763,1727108530.40,-98.23,-10.37,-39.96,
5497162,1727108530.80,-117.32,-27.30,-57.05,
5497563,1727108531.20,-147.24,-41.45,-64.94,
5497962,1727108531.60,-184.17,-53.03,-47.31,
5498363,1727108532.00,-226.62,-46.16,-22.94,
5498762,1727108532.40,-284.81,-56.76,4.59,
5499164,1727108532.80,-341.51,-48.92,20.65,
5499567,1727108533.20,-368.54,-74.65,22.70,
5499963,1727108533.60,-410.88,-62.32,35.79,
5500365,1727108534.00,-489.02,-67.91,60.08,
5500764,1727108534.40,-476.42,-71.56,66.84,
5501162,1727108534.80,-455.80,-73.49,66.47,
5501563,1727108535.20,-441.87,-57.79,51.35,
5501962,1727108535.60,-471.28,-60.39,38.94,
5502363,1727108536.00,-403.55,-61.41,-1.47,
5502764,1727108536.40,-376.59,-61.05,-34.90,
5503161,1727108536.80,-342.86,-75.57,-70.02,
5503563,1727108537.20,-277.81,-69.42,-105.67,
5503964,1727108537.60,-214.35,-62.79,-133.68,
5504364,1727108538.00,-166.36,-71.89,-153.90,
5504789,1727108538.40,-104.53,-77.19,-176.15,
5505162,1727108538.80,-71.82,-79.18,-177.84,
5505563,1727108539.20,-63.70,-94.43,-159.16,
5505963,1727108539.60,-21.51,-103.72,-157.35,
5506363,1727108540.00,46.52,-91.75,-161.70,
5506763,1727108540.40,68.77,-94.99,-152.73,
5507164,1727108540.80,146.07,-94.08,-144.63,
5507565,1727108541.20,160.45,-73.57,-131.75,
5507963,1727108541.60,229.57,-53.71,-111.49,
5508363,1727108542.00,170.33,-34.64,-100.70,
5508763,1727108542.40,166.71,-16.49,-76.05,
5509164,1727108542.80,180.94,0.64,-45.09,
5509566,1727108543.20,144.80,16.65,-13.13,
5509966,1727108543.60,120.88,31.49,29.78,
5510365,1727108544.00,107.29,45.09,52.92,
5510767,1727108544.40,102.32,57.42,91.01,
5511165,1727108544.80,104.42,68.47,117.02,
5511566,1727108545.20,125.59,62.13,130.91,
5511966,1727108545.60,174.12,74.14,146.31,
5512365,1727108546.00,230.10,84.47,150.85,
5512765,1727108546.40,226.37,93.18,116.94,
5513165,1727108546.80,265.84,100.32,102.87,
5513563,1727108547.20,287.05,105.96,89.71,
5513965,1727108547.60,266.10,110.18,68.56,
5514365,1727108548.00,237.44,113.05,45.86,
5514765,1727108548.40,307.56,98.57,19.71,
5515164,1727108548.80,337.99,86.45,8.32,
5515565,1727108549.20,322.15,92.47,12.63,
5515966,1727108549.60,335.30,96.72,24.09,
5516367,1727108550.00,408.53,83.25,38.38,
5516766,1727108550.40,437.60,71.84,46.56,
5517165,1727108550.80,417.51,78.31,61.28,
5517566,1727108551.20,408.80,82.78,82.65,
5517965,1727108551.60,383.76,85.45,107.94,
5518366,1727108552.00,279.44,70.41,125.87,
5518765,1727108552.40,270.60,73.54,148.10,
5519169,1727108552.80,246.00,58.90,147.20,
5519568,1727108553.20,222.25,46.29,140.97,
5519967,1727108553.60,146.56,51.60,143.82,
5520367,1727108554.00,70.71,38.89,135.81,
5520767,1727108554.40,47.95,28.01,135.13,
5521167,1727108554.80,54.67,34.85,137.47,
5521568,1727108555.20,-19.88,39.60,131.23,
5521968,1727108555.60,-118.80,42.48,118.04,
5522368,1727108556.00,-143.06,43.72,93.98,
5522768,1727108556.40,-173.00,27.44,64.22,
5523170,1727108556.80,-219.24,29.54,37.54,
5523569,1727108557.20,-212.11,30.19,-6.77,
5523967,1727108557.60,-149.62,45.67,-54.49,
5524369,1727108558.00,-174.42,40.42,-85.13,
5524795,1727108558.40,-176.46,34.67,-109.42,
5525169,1727108558.80,-147.51,44.62,-136.01,
5525569,1727108559.20,-132.61,34.67,-139.61,
5525968,1727108559.60,-90.72,8.89,-145.98,
5526370,1727108560.00,-53.91,19.15,-146.22,
5526773,1727108560.40,-74.65,9.76,-135.08,
5527168,1727108560.80,-9.66,0.83,-129.18,
5527568,1727108561.20,18.12,-7.59,-129.21,
5527968,1727108561.60,15.41,-15.46,-122.20,
5528369,1727108562.00,53.48,-22.75,-111.29,
5528768,1727108562.40,96.52,-29.45,-85.70,
5529167,1727108562.80,104.04,-35.53,-60.36,
5529569,1727108563.20,173.87,-24.90,-38.33,
5529970,1727108563.60,148.01,-17.19,-11.29,
5530368,1727108564.00,151.14,-28.10,6.72,
5530770,1727108564.40,176.29,-21.53,23.39,
5531169,1727108564.80,230.74,-33.27,50.23,
5531570,1727108565.20,243.67,-27.28,69.43,
5531969,1727108565.60,272.64,-39.36,85.60,
5532371,1727108566.00,275.83,-17.40,109.61,
5532770,1727108566.40,230.96,-16.89,141.96,
5533170,1727108566.80,200.76,-33.59,132.74,
5533574,1727108567.20,195.04,-31.57,109.86,
5533971,1727108567.60,170.22,-14.56,104.96,
5534371,1727108568.00,-2.07,-18.08,96.54,
5534771,1727108568.40,-130.96,-21.91,74.62,
5535170,1727108568.80,-235.72,-9.82,69.00,
5535570,1727108569.20,-279.42,-1.33,58.60,
5535970,1727108569.60,-273.00,-12.01,45.36,
5536370,1727108570.00,-279.02,-5.69,42.55,
5536770,1727108570.40,-254.39,-1.97,31.99,
5537171,1727108570.80,-219.78,-16.54,38.59,
5537572,1727108571.20,-150.87,-29.38,20.30,
5537971,1727108571.60,-146.97,-40.55,3.81,
5538371,1727108572.00,-130.80,-50.11,6.97,
5538771,1727108572.40,-78.24,-58.15,19.49,
5539171,1727108572.80,-76.22,-64.72,10.61,
5539569,1727108573.20,-87.92,-69.92,12.40,
5539972,1727108573.60,-85.30,-57.74,17.29,
5540371,1727108574.00,-109.62,-63.98,14.67,
5540772,1727108574.40,-115.64,-84.79,18.53,
5541172,1727108574.80,-120.13,-84.56,30.12,
5541572,1727108575.20,-150.01,-67.33,48.48,
5541972,1727108575.60,-133.32,-52.85,46.74,
5542372,1727108576.00,-131.31,-40.79,36.84,
5542771,1727108576.40,-155.28,-30.87,19.62,
5543172,1727108576.80,-133.24,-38.90,-7.64,
5543573,1727108577.20,-113.93,-45.02,-28.14,
5543972,1727108577.60,-45.24,-49.39,-57.08,
5544373,1727108578.00,-54.53,-52.20,-83.21,
5544798,1727108578.40,-9.91,-37.51,-112.72,
5545172,1727108578.80,-0.73,-41.21,-120.97,
5545575,1727108579.20,31.65,-43.40,-124.37,
5545972,1727108579.60,43.48,-28.18,-126.34,
5546372,1727108580.00,63.53,-47.51,-133.24,
5546776,1727108580.40,103.06,-45.79,-127.68,
5547172,1727108580.80,131.30,-43.22,-123.70,
5547574,1727108581.20,163.08,-56.01,-116.44,
5547973,1727108581.60,169.98,-48.57,-90.45,
5548372,1727108582.00,131.47,-41.05,-67.74,
5548773,1727108582.40,108.08,-33.53,-43.55,
5549173,1727108582.80,136.44,-26.08,-18.64,
5549573,1727108583.20,141.11,-18.77,-6.13,
5549974,1727108583.60,73.68,-11.65,-2.92,
5550376,1727108584.00,14.95,-4.78,16.92,
5550774,1727108584.40,-22.26,1.79,26.41,
5551175,1727108584.80,-54.85,8.03,30.08,
5551576,1727108585.20,-83.06,13.91,45.05,
5551974,1727108585.60,-68.67,19.38,71.39,
5552378,1727108586.00,-84.73,24.45,75.82,
5552775,1727108586.40,-98.89,29.07,70.52,
5553174,1727108586.80,-71.83,33.26,60.12,
5553574,1727108587.20,-51.54,36.99,49.33,
5553974,1727108587.60,-24.59,40.26,42.85,
5554376,1727108588.00,-17.90,43.08,40.79,
5554774,1727108588.40,-28.50,45.45,30.64,
5555174,1727108588.80,-77.77,47.38,22.20,
5555574,1727108589.20,-80.08,32.79,25.09,
5555973,1727108589.60,-108.95,37.42,26.24,
5556374,1727108590.00,-119.97,25.16,13.41,
5556774,1727108590.40,-115.41,31.78,11.04,
5557174,1727108590.80,-137.62,37.30,7.26,
5557576,1727108591.20,-194.06,25.70,1.49,
5557975,1727108591.60,-210.37,16.69,4.97,
5558375,1727108592.00,-220.65,9.94,12.18,
5558774,1727108592.40,-213.06,-10.93,11.47,
5559174,1727108592.80,-242.81,-10.47,24.05,
5559574,1727108593.20,-210.33,-8.98,21.95,
5559976,1727108593.60,-153.34,-6.65,17.90,
5560375,1727108594.00,-131.25,-3.68,11.43,
5560779,1727108594.40,-135.57,-0.21,27.24,
5561177,1727108594.80,-83.86,3.59,36.40,
5561577,1727108595.20,-39.98,7.59,46.20,
5561977,1727108595.60,-68.39,-4.39,47.29,
5562377,1727108596.00,-36.92,3.25,27.87,
5562778,1727108596.40,-23.22,-5.69,4.84,
5563178,1727108596.80,-62.36,4.47,-17.04,
5563577,1727108597.20,-39.21,13.67,-51.87,
5563977,1727108597.60,-43.30,5.80,-75.72,
5564377,1727108598.00,-57.38,16.61,-103.62,
5564803,1727108598.40,-104.93,26.07,-126.88,
5565176,1727108598.80,-112.81,18.16,-139.54,
5565577,1727108599.20,-87.57,12.55,-136.97,
5565977,1727108599.60,-102.20,25.00,-131.90,
5566380,1727108600.00,-83.00,19.48,-122.06,
5566778,1727108600.40,-62.76,31.83,-114.69,
5567177,1727108600.80,-41.90,42.12,-115.53,
5567576,1727108601.20,-20.80,34.42,-110.25,
5567977,1727108601.60,38.63,28.50,-97.31,
5568378,1727108602.00,76.67,24.11,-85.49,
5568778,1727108602.40,109.29,21.00,-69.31,
5569179,1727108602.80,149.35,18.98,-52.51,
5569580,1727108603.20,208.74,17.85,-28.32,
5569980,1727108603.60,228.56,17.43,-12.92,
5570378,1727108604.00,190.99,33.66,6.78,
5570781,1727108604.40,186.66,14.60,42.05,
5571182,1727108604.80,194.60,15.88,81.01,
5571582,1727108605.20,160.17,17.34,88.96,
5571980,1727108605.60,210.30,18.90,95.03,
5572381,1727108606.00,208.97,20.46,88.62,
5572780,1727108606.40,205.48,5.88,87.46,
5573179,1727108606.80,174.15,10.84,82.37,
5573578,1727108607.20,160.27,15.25,67.90,
5573977,1727108607.60,120.26,19.10,39.87,
5574378,1727108608.00,100.19,22.40,0.63,
5574778,1727108608.40,69.59,25.14,-28.00,
5575178,1727108608.80,83.83,27.34,-45.67,
5575580,1727108609.20,81.76,45.10,-44.27,
5575979,1727108609.60,79.06,58.81,-52.56,
5576378,1727108610.00,36.46,52.79,-62.08,
5576779,1727108610.40,2.03,47.09,-61.57,
5577178,1727108610.80,0.78,57.76,-68.99,
5577578,1727108611.20,38.65,49.07,-72.66,
5577980,1727108611.60,56.08,57.11,-74.90,
5578380,1727108612.00,43.25,62.21,-47.21,
5578778,1727108612.40,45.67,48.65,-24.60,
5579179,1727108612.80,33.38,52.48,8.73,
5579579,1727108613.20,36.28,53.98,42.83,
5579980,1727108613.60,-1.50,53.48,62.50,
5580382,1727108614.00,-19.30,51.27,75.50,
5580781,1727108614.40,-6.39,47.62,94.43,
5581181,1727108614.80,-35.28,42.79,107.77,
5581582,1727108615.20,-18.42,37.01,118.02,
5581983,1727108615.60,20.48,46.57,116.48,
5582380,1727108616.00,38.65,35.94,113.43,
5582781,1727108616.40,91.55,25.34,104.60,
5583180,1727108616.80,131.71,14.90,84.04,
5583580,1727108617.20,160.58,4.73,48.13,
5583982,1727108617.60,231.37,-21.16,31.89,
5584380,1727108618.00,242.73,-26.96,2.21,
5584806,1727108618.40,205.80,-48.71,-9.92,
5585180,1727108618.80,236.02,-50.60,-10.39,
5585582,1727108619.20,278.82,-52.60,-25.62,
5585983,1727108619.60,251.67,-54.62,-44.30,
5586379,1727108620.00,195.34,-56.57,-36.69,
5586781,1727108620.40,155.75,-58.40,-17.04,
5587180,1727108620.80,116.66,-60.05,-3.33,
5587580,1727108621.20,65.09,-61.47,-4.49,
5587983,1727108621.60,4.37,-46.54,3.01,
5588383,1727108622.00,-49.15,-67.04,15.50,
5588783,1727108622.40,-120.86,-67.20,27.24,
5589182,1727108622.80,-168.07,-67.05,35.41,
5589584,1727108623.20,-194.54,-66.61,27.09,
5589984,1727108623.60,-254.61,-65.85,43.22,
5590383,1727108624.00,-275.77,-64.78,53.51,
5590785,1727108624.40,-265.00,-63.42,62.41,
5591185,1727108624.80,-189.25,-29.60,74.36,
5591584,1727108625.20,-219.21,-34.77,71.42,
5591982,1727108625.60,-307.13,-38.89,77.03,
5592382,1727108626.00,-348.17,-25.94,77.63,
5592783,1727108626.40,-362.79,-31.73,51.74,
5593181,1727108626.80,-382.26,-52.37,19.33,
5593586,1727108627.20,-364.46,-68.32,-20.34,
5593981,1727108627.60,-396.16,-80.09,-48.92,
5594382,1727108628.00,-400.19,-72.04,-72.42,
5594782,1727108628.40,-316.97,-96.43,-93.97,
5595183,1727108628.80,-308.04,-97.89,-100.87,
5595582,1727108629.20,-266.31,-96.88,-94.86,
5595984,1727108629.60,-264.83,-109.84,-82.08,
5596382,1727108630.00,-229.93,-117.44,-81.02,
5596783,1727108630.40,-194.45,-104.32,-81.22,
5597183,1727108630.80,-120.43,-106.84,-76.07,
5597582,1727108631.20,-15.87,-105.58,-71.97,
5597982,1727108631.60,71.82,-85.01,-57.10,
5598384,1727108632.00,131.65,-65.32,-30.23,
5598784,1727108632.40,192.85,-62.69,-1.40,
5599183,1727108632.80,228.69,-41.47,15.00,
5599584,1727108633.20,268.26,-21.75,31.80,
5599982,1727108633.60,284.70,12.52,49.42,
5600385,1727108634.00,255.13,25.61,65.49,
5600789,1727108634.40,254.25,53.65,79.89,
5601187,1727108634.80,250.20,60.90,86.27,
5601587,1727108635.20,230.00,83.47,83.29,
5601984,1727108635.60,237.22,101.70,71.86,
5602383,1727108636.00,121.19,115.99,60.92,
5602784,1727108636.40,79.35,110.60,67.51,
5603183,1727108636.80,-7.66,121.61,56.60,
5603583,1727108637.20,-49.48,113.24,20.20,
5603983,1727108637.60,-68.38,121.55,-4.65,
5604382,1727108638.00,-54.09,126.83,-35.82,
5604810,1727108638.40,-67.00,113.33,-49.01,
5605183,1727108638.80,-74.51,117.08,-55.51,
5605584,1727108639.20,-77.40,102.26,-68.95,
5605982,1727108639.60,-88.87,88.81,-80.44,
5606383,1727108640.00,-94.31,76.62,-85.54,
5606787,1727108640.40,-68.70,49.50,-87.99,
5607182,1727108640.80,-70.41,59.16,-87.24,
5607582,1727108641.20,-42.02,49.77,-73.98,
5607983,1727108641.60,-2.48,57.38,-71.42,
5608384,1727108642.00,44.34,62.29,-65.76,
5608782,1727108642.40,57.57,64.82,-52.27,
5609182,1727108642.80,107.92,49.20,-38.95,
5609583,1727108643.20,123.40,67.51,-23.29,
5609983,1727108643.60,135.50,64.27,-19.44,
5610386,1727108644.00,144.50,59.78,-9.89,
5610785,1727108644.40,111.31,54.27,-4.88,
5611186,1727108644.80,110.13,47.95,5.34,
5611586,1727108645.20,82.66,41.00,31.18,
5611986,1727108645.60,60.52,33.60,42.15,
5612384,1727108646.00,94.88,9.82,36.46,
5612786,1727108646.40,70.04,5.52,27.34,
